insert into vendas values (20160624, 134952, 34, 92, 39, 66, 33, 'FS 120849307/0305', 'R 186743823/0780');
insert into vendas values (20170823, 92527, 57, 18, 87, 83, 1, 'FS 339633129/0769', 'R 656240141/3908');
insert into vendas values (20160116, 102303, 30, 48, 54, 33, 32, 'FS 641416781/9843', 'R 595586593/7891');
insert into vendas values (20160522, 40548, 25, 76, 56, 27, 25, 'FS 019237022/8335', 'R 011303099/3946');
insert into vendas values (20161217, 65435, 29, 23, 45, 100, 6, 'FS 866597937/2291', 'R 969359577/9858');
insert into vendas values (20160526, 192506, 9, 83, 75, 2, 22, 'FS 060706018/5810', 'R 000616200/7089');
insert into vendas values (20161117, 85532, 22, 33, 89, 82, 1, 'FS 024758832/9481', 'R 958448294/1424');
insert into vendas values (20171122, 215107, 21, 72, 20, 21, 3, 'FS 703305957/4208', 'R 604343215/8458');
insert into vendas values (20161025, 82806, 31, 85, 2, 51, 36, 'FS 937127681/4622', 'R 144588903/8041');
insert into vendas values (20170520, 180516, 29, 26, 8, 83, 22, 'FS 838622932/5151', 'R 420883058/0116');
insert into vendas values (20170127, 85057, 33, 83, 16, 44, 14, 'FS 449122249/6155', 'R 020031065/2122');
insert into vendas values (20170906, 132640, 60, 73, 68, 92, 18, 'FS 827538383/0293', 'R 155571641/4332');
insert into vendas values (20170525, 141738, 5, 17, 25, 56, 26, 'FS 628548958/7914', 'R 787193142/3737');
insert into vendas values (20170809, 54202, 36, 16, 97, 30, 5, 'FS 992162129/4528', 'R 559057990/0920');
insert into vendas values (20160312, 181132, 65, 34, 90, 11, 34, 'FS 854909777/6730', 'R 388514750/4814');
insert into vendas values (20160616, 231532, 65, 85, 80, 55, 27, 'FS 976968161/6473', 'R 417053472/4634');
insert into vendas values (20161017, 33802, 64, 40, 43, 59, 16, 'FS 173709581/5553', 'R 714911113/1446');
insert into vendas values (20160821, 191201, 41, 82, 43, 8, 31, 'FS 588834248/4869', 'R 724264681/4429');
insert into vendas values (20160123, 205718, 5, 87, 23, 39, 20, 'FS 685121477/0583', 'R 456186373/7750');
