insert into vendas values (20160827, 231248, 54, 52, 31, 97, 30, 'FS 366086092/7348', 'R 266709767/1269');
insert into vendas values (20160422, 211410, 23, 47, 88, 65, 13, 'FS 923874577/1519', 'R 553170367/5505');
insert into vendas values (20160109, 162832, 7, 90, 60, 65, 9, 'FS 362654730/4360', 'R 422955484/6518');
insert into vendas values (20161123, 115141, 1, 19, 91, 20, 5, 'FS 734850258/7214', 'R 521400909/3832');
insert into vendas values (20171208, 92249, 22, 36, 16, 73, 4, 'FS 664044199/4632', 'R 806889177/0655');
insert into vendas values (20170205, 105258, 14, 78, 73, 17, 27, 'FS 318681952/8265', 'R 205851835/7731');
insert into vendas values (20161227, 94958, 10, 77, 92, 23, 25, 'FS 596814980/2885', 'R 616443292/1033');
insert into vendas values (20170305, 111911, 53, 49, 34, 34, 11, 'FS 403871352/2299', 'R 660231820/9452');
insert into vendas values (20170801, 44541, 69, 62, 45, 22, 12, 'FS 405619580/6914', 'R 032829105/0859');
insert into vendas values (20170918, 03623, 26, 25, 15, 74, 11, 'FS 010114808/7084', 'R 554796772/7374');
insert into vendas values (20170205, 54303, 35, 39, 62, 97, 8, 'FS 315419059/4005', 'R 199149746/4486');
insert into vendas values (20161129, 161210, 6, 26, 56, 14, 24, 'FS 548544717/9183', 'R 464154917/6611');
insert into vendas values (20171222, 124450, 63, 87, 60, 57, 36, 'FS 793036974/2988', 'R 022777494/5018');
insert into vendas values (20161102, 05231, 13, 68, 22, 87, 3, 'FS 790992799/4905', 'R 023497054/8438');
insert into vendas values (20160303, 32134, 16, 71, 11, 40, 30, 'FS 702601625/9031', 'R 039565900/8449');
insert into vendas values (20171207, 53755, 12, 97, 61, 47, 13, 'FS 674950059/2795', 'R 644324253/8693');
insert into vendas values (20160726, 125407, 36, 74, 13, 35, 24, 'FS 180688097/5031', 'R 326434363/8339');
insert into vendas values (20160201, 151759, 32, 64, 32, 83, 4, 'FS 114719117/5738', 'R 975617170/2801');
insert into vendas values (20170910, 153915, 55, 76, 82, 30, 18, 'FS 874892926/3080', 'R 506179279/4533');
insert into vendas values (20171221, 20133, 19, 39, 41, 89, 2, 'FS 874360090/8240', 'R 274771462/7503');
insert into vendas values (20161231, 32039, 23, 21, 68, 8, 18, 'FS 871359970/0943', 'R 648726871/9836');
insert into vendas values (20170508, 13137, 6, 60, 81, 21, 20, 'FS 890591225/9043', 'R 245893836/8379');
insert into vendas values (20170727, 160524, 56, 88, 22, 97, 32, 'FS 814588831/1364', 'R 065075795/8521');
insert into vendas values (20161214, 45208, 27, 33, 97, 89, 17, 'FS 604111328/9937', 'R 146889115/0283');
insert into vendas values (20160211, 65930, 55, 5, 95, 66, 9, 'FS 580435870/3708', 'R 478649650/0274');
insert into vendas values (20170119, 235821, 4, 93, 83, 95, 28, 'FS 564075619/2200', 'R 832327639/0240');
