insert into vendas values (20160211, 161119, 40, 63, 36, 16, 10, 'FS 401689495/8392', 'R 902429656/8310');
insert into vendas values (20171209, 63919, 10, 71, 99, 67, 30, 'FS 209430590/3134', 'R 711030441/9974');
insert into vendas values (20170214, 152654, 42, 37, 78, 9, 34, 'FS 749299056/3730', 'R 542290577/9279');
insert into vendas values (20171027, 140113, 17, 36, 89, 20, 23, 'FS 890710937/4145', 'R 432293952/2379');
insert into vendas values (20160101, 104821, 57, 15, 2, 31, 17, 'FS 347097181/5494', 'R 534625533/7013');
insert into vendas values (20161031, 30900, 47, 33, 36, 85, 16, 'FS 256750644/3686', 'R 576953293/1092');
insert into vendas values (20160409, 74714, 2, 22, 13, 3, 2, 'FS 512023306/8366', 'R 808061509/1993');
insert into vendas values (20171104, 130716, 38, 64, 78, 88, 36, 'FS 333122499/7033', 'R 108119520/5309');
insert into vendas values (20170714, 222013, 25, 98, 69, 46, 6, 'FS 886105282/5191', 'R 696932796/5980');
insert into vendas values (20161220, 111110, 10, 11, 67, 52, 23, 'FS 029743092/1085', 'R 944319660/3993');
insert into vendas values (20160407, 203650, 8, 65, 56, 61, 15, 'FS 763445625/1591', 'R 470847864/8460');
insert into vendas values (20171006, 155959, 59, 6, 53, 88, 14, 'FS 125786176/8878', 'R 381325018/4647');
insert into vendas values (20170925, 231102, 21, 49, 34, 86, 12, 'FS 857918382/1677', 'R 855431517/6861');
insert into vendas values (20161109, 204810, 37, 19, 29, 5, 36, 'FS 838507905/8904', 'R 803187597/6094');
insert into vendas values (20161220, 13137, 29, 96, 85, 42, 28, 'FS 828552404/4095', 'R 420710661/7635');
insert into vendas values (20160329, 195937, 60, 52, 73, 86, 2, 'FS 119727074/6370', 'R 040564025/5965');
insert into vendas values (20160703, 212644, 26, 45, 6, 59, 33, 'FS 736827805/3033', 'R 672613255/9325');
insert into vendas values (20170322, 52235, 36, 41, 10, 30, 34, 'FS 792098561/6701', 'R 655243635/8518');
insert into vendas values (20160228, 113505, 14, 12, 32, 2, 1, 'FS 317809570/5821', 'R 827950893/5902');
insert into vendas values (20160418, 42808, 40, 82, 24, 78, 9, 'FS 222568426/0051', 'R 089843994/9346');
insert into vendas values (20160408, 55857, 16, 6, 25, 83, 6, 'FS 788042033/1269', 'R 660296858/7487');
insert into vendas values (20160919, 111811, 52, 88, 46, 19, 8, 'FS 600996342/6239', 'R 739262180/8876');
insert into vendas values (20160316, 120719, 49, 15, 54, 16, 7, 'FS 346829478/8140', 'R 418041174/2719');
insert into vendas values (20170505, 122220, 32, 20, 92, 2, 28, 'FS 360411443/2191', 'R 434498338/9624');
insert into vendas values (20171016, 95711, 46, 83, 64, 15, 23, 'FS 010064183/6951', 'R 333919609/7069');
insert into vendas values (20160214, 63349, 14, 51, 75, 29, 25, 'FS 792357629/8116', 'R 565720333/2074');
insert into vendas values (20171117, 175129, 1, 91, 78, 45, 17, 'FS 872339338/3993', 'R 203397277/8316');
insert into vendas values (20160318, 225453, 9, 66, 44, 30, 15, 'FS 413649299/2654', 'R 122873613/0732');
insert into vendas values (20170304, 81852, 68, 35, 61, 68, 18, 'FS 756457951/5656', 'R 084321188/3482');
insert into vendas values (20170915, 11035, 53, 29, 82, 93, 6, 'FS 062574166/2882', 'R 767033820/0620');
insert into vendas values (20160924, 225333, 47, 61, 57, 20, 32, 'FS 145862674/7120', 'R 118238902/1890');
insert into vendas values (20171106, 82537, 5, 58, 25, 40, 13, 'FS 617910697/3423', 'R 702841157/7676');
insert into vendas values (20161005, 230130, 38, 12, 87, 17, 14, 'FS 739432476/0554', 'R 782775890/3150');
insert into vendas values (20171025, 65709, 55, 72, 18, 65, 24, 'FS 816261613/2462', 'R 805786636/2626');
insert into vendas values (20160226, 200509, 47, 54, 87, 14, 2, 'FS 974073384/3337', 'R 214241939/9270');
insert into vendas values (20170410, 154058, 37, 93, 44, 3, 35, 'FS 698226233/9739', 'R 615199170/7260');
insert into vendas values (20170430, 132131, 25, 88, 29, 82, 8, 'FS 904867127/5728', 'R 932819692/5374');
insert into vendas values (20160510, 95921, 10, 33, 100, 28, 31, 'FS 980130518/5816', 'R 833774884/5111');
insert into vendas values (20160109, 111223, 16, 89, 43, 35, 34, 'FS 291861084/3703', 'R 724681949/2571');
insert into vendas values (20171228, 183518, 48, 98, 57, 62, 33, 'FS 330349364/4213', 'R 199200430/1699');
insert into vendas values (20160127, 23710, 29, 79, 41, 44, 9, 'FS 995111364/6016', 'R 714670772/9338');
insert into vendas values (20171010, 114610, 8, 47, 31, 32, 9, 'FS 278950398/5289', 'R 506971272/8628');
