insert into vendas values (20171006, 51147, 64, 430, 666, 960, 19, 'FS 955842298/0767', 'R 637367960/5959');
insert into vendas values (20170214, 105349, 47, 356, 432, 773, 2, 'FS 512652508/1760', 'R 806281094/9572');
insert into vendas values (20171130, 232145, 32, 472, 782, 18, 29, 'FS 026383325/2449', 'R 094182519/4288');
insert into vendas values (20171124, 73954, 41, 669, 699, 343, 23, 'FS 139183052/1885', 'R 493357450/4499');
insert into vendas values (20161130, 02420, 56, 140, 828, 769, 6, 'FS 979892279/9390', 'R 802309745/2668');
insert into vendas values (20160328, 111501, 40, 425, 496, 855, 20, 'FS 722335826/8427', 'R 298548276/5010');
insert into vendas values (20170322, 183251, 66, 506, 381, 972, 5, 'FS 825855335/5074', 'R 017645900/1619');
insert into vendas values (20160109, 60501, 61, 931, 522, 687, 36, 'FS 947555015/4931', 'R 182219985/1886');
insert into vendas values (20170915, 74617, 60, 70, 387, 908, 7, 'FS 536699050/0818', 'R 726098699/4053');
insert into vendas values (20160906, 60700, 42, 891, 108, 326, 11, 'FS 072841988/5997', 'R 140139607/6314');
insert into vendas values (20160317, 10828, 44, 507, 230, 126, 14, 'FS 283033819/2484', 'R 035586685/5728');
insert into vendas values (20160816, 102529, 27, 329, 390, 738, 18, 'FS 444881751/3936', 'R 959626468/4640');
insert into vendas values (20160129, 161446, 39, 963, 250, 377, 18, 'FS 548866628/8426', 'R 408134784/3964');
insert into vendas values (20170526, 123555, 53, 231, 792, 430, 13, 'FS 826698110/7841', 'R 645893527/6920');
insert into vendas values (20161105, 43758, 18, 743, 915, 843, 11, 'FS 831585985/3688', 'R 469939098/8968');
insert into vendas values (20161216, 225453, 30, 317, 559, 292, 22, 'FS 858938603/2722', 'R 357617566/8725');
insert into vendas values (20171130, 120422, 51, 983, 647, 611, 8, 'FS 408404806/7863', 'R 806492879/1964');
insert into vendas values (20171211, 190141, 50, 94, 723, 883, 10, 'FS 897483063/0324', 'R 298373572/7431');
insert into vendas values (20171018, 211036, 37, 230, 224, 287, 10, 'FS 145604405/4705', 'R 930757001/7226');
insert into vendas values (20160804, 44549, 16, 509, 7, 341, 12, 'FS 840468991/5344', 'R 391913113/1044');
insert into vendas values (20161126, 100357, 56, 743, 720, 342, 31, 'FS 404602866/4623', 'R 752531015/2900');
insert into vendas values (20160216, 64704, 32, 949, 986, 224, 33, 'FS 280557261/0129', 'R 632238947/9688');
insert into vendas values (20170528, 110344, 65, 310, 120, 689, 2, 'FS 780091233/9099', 'R 071429021/4348');
insert into vendas values (20160413, 24348, 19, 658, 920, 239, 15, 'FS 320824527/6579', 'R 239072490/1875');
insert into vendas values (20161212, 40203, 45, 525, 372, 119, 28, 'FS 882288858/9721', 'R 202458160/8379');
insert into vendas values (20160502, 224858, 21, 841, 234, 703, 21, 'FS 142886468/2950', 'R 874136559/8370');
insert into vendas values (20160205, 03936, 16, 835, 219, 836, 17, 'FS 097790386/3491', 'R 026215752/3790');
insert into vendas values (20170623, 03238, 29, 245, 434, 919, 18, 'FS 516337958/4951', 'R 199779274/9131');
insert into vendas values (20170503, 175829, 38, 38, 233, 625, 17, 'FS 488662401/8494', 'R 334687571/7890');
insert into vendas values (20160703, 21249, 48, 880, 817, 93, 18, 'FS 215605567/0567', 'R 120481709/7422');
insert into vendas values (20161020, 72954, 24, 15, 68, 568, 17, 'FS 896031795/5107', 'R 132874503/6988');
insert into vendas values (20160423, 00341, 22, 125, 699, 759, 7, 'FS 015424953/7155', 'R 223792361/0369');
insert into vendas values (20170109, 191943, 51, 498, 193, 165, 14, 'FS 993234864/7320', 'R 854407409/3753');
insert into vendas values (20170522, 201326, 26, 562, 789, 316, 19, 'FS 287821368/8524', 'R 986541141/5916');
insert into vendas values (20170721, 12934, 4, 485, 948, 692, 4, 'FS 336431389/5217', 'R 962810833/3788');
insert into vendas values (20160604, 30022, 17, 359, 353, 437, 4, 'FS 275120757/8045', 'R 143315372/2796');
