insert into vendas values (20170913, 51238, 7, 31, 84, 50, 20, 'FS 787707421/8821', 'R 605976058/2996');
insert into vendas values (20160703, 110625, 53, 7, 41, 6, 9, 'FS 624854884/8654', 'R 015431879/4434');
insert into vendas values (20170406, 91051, 31, 32, 62, 50, 4, 'FS 694991279/6823', 'R 463304177/6195');
insert into vendas values (20171208, 204248, 22, 14, 31, 14, 17, 'FS 409946339/4291', 'R 831119698/0154');
insert into vendas values (20170713, 41221, 38, 2, 4, 1, 33, 'FS 581261215/7948', 'R 852363475/5844');
insert into vendas values (20160831, 71926, 26, 82, 92, 59, 5, 'FS 399697605/2004', 'R 217524932/1604');
insert into vendas values (20170618, 153431, 55, 48, 21, 71, 2, 'FS 951537721/0871', 'R 713343467/0609');
insert into vendas values (20170115, 151621, 42, 42, 71, 26, 36, 'FS 814041940/0604', 'R 805461881/6684');
insert into vendas values (20160327, 25835, 12, 24, 34, 44, 27, 'FS 213488167/5818', 'R 262686053/8397');
insert into vendas values (20160828, 231129, 1, 59, 6, 5, 27, 'FS 723138383/9264', 'R 204004835/1932');
insert into vendas values (20170324, 122557, 18, 28, 33, 14, 15, 'FS 801258548/5557', 'R 639771098/7909');
insert into vendas values (20170729, 194135, 11, 39, 12, 87, 5, 'FS 287966098/3303', 'R 769393507/2311');
insert into vendas values (20170104, 174312, 3, 28, 90, 50, 24, 'FS 706807758/0675', 'R 426317636/2474');
insert into vendas values (20171121, 131002, 21, 66, 69, 5, 24, 'FS 621977395/7123', 'R 770474405/8175');
insert into vendas values (20171124, 134442, 8, 94, 80, 46, 35, 'FS 209650620/6565', 'R 737098929/2242');
insert into vendas values (20161207, 130750, 17, 77, 15, 94, 27, 'FS 526066830/0667', 'R 329941327/6431');
insert into vendas values (20170204, 173836, 18, 90, 35, 79, 20, 'FS 086449146/4287', 'R 456771469/0660');
insert into vendas values (20170530, 174411, 7, 30, 15, 68, 25, 'FS 098288825/3307', 'R 990454903/3867');
insert into vendas values (20160127, 33241, 28, 3, 92, 38, 8, 'FS 513929872/9556', 'R 190989503/3446');
insert into vendas values (20160707, 154843, 44, 51, 15, 64, 11, 'FS 335013298/9883', 'R 865359646/0034');
insert into vendas values (20160830, 190107, 6, 71, 47, 35, 34, 'FS 182825101/9445', 'R 373836000/8690');
insert into vendas values (20171024, 93032, 13, 87, 75, 86, 23, 'FS 231034957/8090', 'R 520686418/4512');
insert into vendas values (20160928, 71510, 11, 81, 70, 15, 16, 'FS 412505057/1895', 'R 716873219/5121');
insert into vendas values (20170402, 61918, 68, 78, 96, 6, 14, 'FS 878537250/1472', 'R 309172906/4370');
insert into vendas values (20161214, 162330, 22, 90, 93, 13, 16, 'FS 800594229/8868', 'R 296433989/1676');
insert into vendas values (20170505, 102506, 20, 14, 69, 98, 7, 'FS 869637639/7410', 'R 423611325/6959');
insert into vendas values (20160821, 152159, 42, 82, 39, 88, 34, 'FS 838287335/0561', 'R 120450467/0378');
insert into vendas values (20170912, 52815, 46, 28, 40, 27, 26, 'FS 004639964/4292', 'R 509783926/5941');
insert into vendas values (20160112, 53431, 69, 53, 25, 27, 12, 'FS 315853711/9604', 'R 830855225/1824');
insert into vendas values (20160401, 14924, 65, 35, 42, 23, 30, 'FS 860405561/2627', 'R 468711650/2438');
insert into vendas values (20160803, 232309, 25, 95, 97, 86, 12, 'FS 530615898/5377', 'R 804827879/8689');
insert into vendas values (20160504, 113534, 66, 37, 99, 64, 27, 'FS 877012898/1517', 'R 482165718/0795');
insert into vendas values (20171001, 115503, 53, 28, 2, 17, 19, 'FS 731477623/0076', 'R 529189432/7481');
insert into vendas values (20160910, 145554, 2, 40, 30, 19, 15, 'FS 116950862/9397', 'R 981942327/8507');
insert into vendas values (20171008, 210257, 11, 62, 82, 13, 19, 'FS 593234843/6809', 'R 839444989/3188');
insert into vendas values (20170512, 31107, 52, 78, 3, 83, 24, 'FS 743225842/6331', 'R 843665119/2485');
insert into vendas values (20160930, 120025, 11, 21, 8, 43, 24, 'FS 609219831/7024', 'R 923207124/3751');
insert into vendas values (20170309, 185025, 35, 50, 94, 61, 36, 'FS 449180215/7262', 'R 620635342/9216');
insert into vendas values (20160628, 84207, 33, 90, 98, 91, 3, 'FS 326893996/0462', 'R 789684316/2674');
insert into vendas values (20170920, 192448, 53, 43, 94, 22, 6, 'FS 516490167/7326', 'R 133962122/9844');
insert into vendas values (20160912, 235046, 19, 86, 10, 34, 23, 'FS 445514386/7334', 'R 465789139/0487');
insert into vendas values (20170419, 181747, 56, 85, 17, 2, 10, 'FS 956911385/5069', 'R 707228504/8681');
insert into vendas values (20170509, 201335, 25, 45, 10, 6, 24, 'FS 564159861/1115', 'R 360517013/8802');
insert into vendas values (20160209, 51704, 56, 24, 87, 15, 33, 'FS 108121367/2307', 'R 348949823/3424');
insert into vendas values (20160913, 220313, 57, 99, 70, 24, 17, 'FS 136338566/5664', 'R 191881938/3941');
insert into vendas values (20160802, 103159, 7, 39, 27, 22, 5, 'FS 284644679/4284', 'R 908418984/2152');
insert into vendas values (20160620, 210504, 53, 18, 10, 78, 25, 'FS 417872695/0762', 'R 493835992/4503');
insert into vendas values (20161214, 112118, 45, 32, 97, 7, 33, 'FS 816781093/8623', 'R 878590478/6899');
